Series Id:    APU0000701111
Series Title: Flour, white, all purpose, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Flour, white, all purpose, per lb. (453.6 gm)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2018,0.471,0.470,0.468,0.472,0.469,0.469,0.468,0.464,0.467,0.453,0.433,0.437
2019,0.439,0.443,0.445,0.434,0.454,0.448,0.454,0.450,0.449,0.432,0.417,0.429
2020,0.438,0.438,0.442, ,0.461,0.468,0.461,0.459,0.451,0.452,0.445,0.450
2021,0.446,0.440,0.436,0.437,0.439,0.356,0.368,0.371,0.382,0.396,0.386,0.388
2022,0.424,0.428,0.448,0.455,0.456,0.498,0.533,0.549,0.556,0.534,0.524,0.522


Series Id:    APU0000701311
Series Title: Rice, white, long grain, precooked (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Rice, white, long grain, precooked (cost per pound/453.6 grams)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
No Data Available for selected year(s)

Series Id:    APU0000701312
Series Title: Rice, white, long grain, uncooked, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Rice, white, long grain, uncooked, per lb. (453.6 gm)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2018,0.682,0.691,0.682,0.685,0.698,0.689,0.690,0.705,0.693,0.685,0.711,0.712
2019,0.730,0.762,0.757,0.767,0.761,0.801,0.798,0.793,0.797,0.773,0.721,0.714
2020,0.716,0.734,0.733, ,0.748,0.749,0.772,0.769,0.777,0.766,0.791,0.789
2021,0.794,0.779,0.772,0.785,0.801,0.778,0.782,0.784,0.798,0.788,0.844,0.820
2022,0.832,0.830,0.871,0.900,0.909,0.924,0.929,0.925,0.939,0.963,0.963,0.971


Series Id:    APU0000701321
Series Title: Spaghetti (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Spaghetti (cost per pound/453.6 grams)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
No Data Available for selected year(s)

Series Id:    APU0000701322
Series Title: Spaghetti and macaroni, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Spaghetti and macaroni, per lb. (453.6 gm)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2018,1.218,1.176,1.187,1.176,1.143,1.201,1.204,1.227,1.200,1.138,1.196,1.161
2019,1.217,1.206,1.237,1.223,1.197,1.192,1.198,1.215,1.184,1.178,1.231,1.189
2020,1.225,1.235,1.238,1.265,1.260,1.280,1.295,1.303,1.256,1.220,1.262,1.313
2021,1.314,1.324,1.341,1.251,1.336,1.073,1.094,1.089,1.077,1.067,1.093,1.092
2022,1.116,1.148,1.182,1.217,1.291,1.316,1.349,1.368,1.357,1.349,1.428,1.434


Series Id:    APU0000702111
Series Title: Bread, white, pan, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Bread, white, pan, per lb. (453.6 gm)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2018,1.281,1.265,1.309,1.281,1.293,1.279,1.293,1.302,1.288,1.277,1.274,1.290
2019,1.274,1.282,1.261,1.285,1.289,1.280,1.281,1.275,1.296,1.325,1.361,1.363
2020,1.351,1.375,1.374,1.406,1.412,1.474,1.485,1.495,1.492,1.503,1.515,1.538
2021,1.546,1.537,1.526,1.510,1.511,1.510,1.491,1.467,1.580,1.526,1.547,1.532
2022,1.555,1.578,1.607,1.612,1.606,1.691,1.715,1.756,1.749,1.814,1.847,1.873


Series Id:    APU0000702112
Series Title: Bread, French, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Bread, French, per lb. (453.6 gm)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
No Data Available for selected year(s)

Series Id:    APU0000702211
Series Title: Bread, rye, pan (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Bread, rye, pan (cost per pound/453.6 grams)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
No Data Available for selected year(s)

Series Id:    APU0000702212
Series Title: Bread, whole wheat, pan, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Bread, whole wheat, pan, per lb. (453.6 gm)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2018,2.033,2.011,2.039,2.016,1.966,1.896,1.899,1.936,1.951,1.910,1.945,1.924
2019,1.940,1.951,1.962,1.952,1.941,1.905,1.951,1.940,1.935,1.948,1.943,1.964
2020,1.961,1.986,1.994,2.070,2.075,2.118,2.144,2.084,2.081,2.170,2.207,2.203
2021,2.175,2.203,2.196,2.209,2.151,2.026,2.100,2.076,2.102,2.175,2.094,2.099
2022,2.119,2.029,2.121,2.145,2.220,2.230,2.316,2.298,2.362,2.386,2.419,2.419


Series Id:    APU0000702213
Series Title: Bread, wheat blend, pan (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Bread, wheat blend, pan (cost per pound/453.6 grams)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
No Data Available for selected year(s)

Series Id:    APU0000702221
Series Title: Rolls, hamburger (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Rolls, hamburger (cost per pound/453.6 grams)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
No Data Available for selected year(s)

Series Id:    APU0000702411
Series Title: Cupcakes, chocolate (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted
Area:         U.S. city average
Item:         Cupcakes, chocolate (cost per pound/453.6 grams)


Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
No Data Available for selected year(s)

