,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
251,United States,USA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,83.03,81.65,80.45,83.13,87.95,85.65,84.47,89.64,91.24,93.06,92.26,91.4,90.92,95.84,98.16,96.99,104.85,101.95,103.35,100.09,104.45,
