,Year,Month,Grocery stores,Warehouse clubs and supercenters,Other FAH,FAH,Full-service restaurants,Limited-service restaurants,Other FAFH,FAFH,Total constant dollar food sales
261,2000,March,"16,572.32","2,786.20","4,888.53","24,247.04","8,635.36","7,915.21","4,254.61","20,805.19","45,052.23"
262,2000,February,"15,181.57","2,458.27","4,612.56","22,252.40","7,942.07","7,189.35","4,001.76","19,133.18","41,385.58"
263,2000,January,"15,607.33","2,382.49","4,426.09","22,415.91","7,627.64","7,063.55","3,895.49","18,586.67","41,002.59"
264,1999,December,"18,884.19","3,905.34","5,600.07","28,389.60","8,205.49","7,864.85","4,021.93","20,092.27","48,481.87"
265,1999,November,"16,521.84","2,899.84","4,721.96","24,143.63","7,840.45","7,382.95","3,756.23","18,979.63","43,123.27"
266,1999,October,"16,746.39","2,663.57","4,589.55","23,999.52","8,477.81","7,843.32","3,855.09","20,176.21","44,175.73"
267,1999,September,"16,642.55","2,508.66","4,481.33","23,632.54","7,920.56","7,375.45","3,836.57","19,132.58","42,765.12"
268,1999,August,"16,853.23","2,608.97","4,568.16","24,030.35","8,409.13","7,884.64","3,991.70","20,285.46","44,315.82"
269,1999,July,"17,759.81","2,569.05","4,540.78","24,869.64","8,536.29","8,120.21","4,032.13","20,688.63","45,558.27"
270,1999,June,"16,694.04","2,587.73","4,492.77","23,774.54","8,180.41","7,807.28","3,995.17","19,982.86","43,757.41"
271,1999,May,"17,290.53","2,550.16","4,545.46","24,386.15","8,357.30","8,044.05","3,912.22","20,313.57","44,699.73"
272,1999,April,"16,383.67","2,317.03","4,475.54","23,176.23","8,162.60","7,598.04","3,730.17","19,490.81","42,667.05"
273,1999,March,"16,662.23","2,368.77","4,503.99","23,535.00","8,030.60","7,486.36","3,661.44","19,178.40","42,713.40"
274,1999,February,"15,003.63","2,039.16","4,056.65","21,099.44","7,370.91","6,798.54","3,432.32","17,601.78","38,701.21"
275,1999,January,"16,074.53","2,117.60","4,107.86","22,299.99","7,432.28","6,890.98","3,424.68","17,747.94","40,047.94"
276,1998,December,"18,068.21","3,113.75","5,207.39","26,389.35","8,120.95","7,602.55","3,658.03","19,381.53","45,770.88"
277,1998,November,"16,293.06","2,493.38","4,454.34","23,240.78","7,647.73","7,226.63","3,461.20","18,335.56","41,576.34"
278,1998,October,"16,745.58","2,282.78","4,463.98","23,492.34","8,245.82","7,795.49","3,599.45","19,640.75","43,133.09"
279,1998,September,"16,221.72","2,121.39","4,262.17","22,605.28","7,771.31","7,354.27","3,553.38","18,678.96","41,284.23"
280,1998,August,"16,862.97","2,204.42","4,387.46","23,454.85","8,326.90","7,984.94","3,710.34","20,022.18","43,477.03"
281,1998,July,"17,388.65","2,167.79","4,478.19","24,034.63","8,279.72","7,982.16","3,749.97","20,011.84","44,046.47"
282,1998,June,"16,407.42","2,187.89","4,432.16","23,027.47","8,126.44","7,753.55","3,734.75","19,614.74","42,642.20"
283,1998,May,"17,065.44","2,182.23","4,454.61","23,702.28","8,299.63","8,097.70","3,658.69","20,056.03","43,758.31"
284,1998,April,"16,224.81","2,032.24","4,400.22","22,657.27","7,832.26","7,485.39","3,470.17","18,787.81","41,445.09"
285,1998,March,"16,046.58","1,949.95","4,336.70","22,333.23","7,960.41","7,405.20","3,402.31","18,767.91","41,101.14"
286,1998,February,"14,664.27","1,716.49","4,079.77","20,460.54","7,285.30","6,552.11","3,215.19","17,052.60","37,513.14"
287,1998,January,"16,063.98","1,776.51","4,143.77","21,984.26","7,326.45","6,792.58","3,236.98","17,356.00","39,340.26"
288,1997,December,"17,620.21","2,625.28","5,285.88","25,531.38","7,838.48","7,175.19","3,444.90","18,458.56","43,989.94"
289,1997,November,"16,544.49","2,081.42","4,558.40","23,184.31","7,476.12","6,921.12","3,306.99","17,704.23","40,888.54"
290,1997,October,"16,714.38","1,935.15","4,586.23","23,235.76","8,004.14","7,351.07","3,445.77","18,800.98","42,036.73"
291,1997,September,"16,100.84","1,740.79","4,397.98","22,239.61","7,784.47","7,100.14","3,441.62","18,326.23","40,565.84"
292,1997,August,"17,164.56","1,876.69","4,554.84","23,596.09","8,563.11","7,817.32","3,597.13","19,977.56","43,573.66"
293,1997,July,"17,363.69","1,850.92","4,558.90","23,773.51","8,220.29","7,748.39","3,596.71","19,565.39","43,338.90"
294,1997,June,"16,450.16","1,822.96","4,517.85","22,790.96","7,773.39","7,658.54","3,565.30","18,997.23","41,788.20"
295,1997,May,"17,486.71","1,862.78","4,591.16","23,940.66","8,191.35","7,881.17","3,509.20","19,581.71","43,522.38"
296,1997,April,"16,051.17","1,659.43","4,414.22","22,124.82","7,667.63","7,278.10","3,319.84","18,265.57","40,390.39"
297,1997,March,"16,960.86","1,695.07","4,600.11","23,256.03","7,881.97","7,293.87","3,289.04","18,464.87","41,720.90"
298,1997,February,"14,984.23","1,475.41","4,271.72","20,731.36","7,120.10","6,463.46","3,107.40","16,690.96","37,422.31"
