,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
251,United States,USA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,88.55,89.17,89.52,91.47,91.45,90.66,91.54,94.46,97.05,96.2,96.34,97.82,98.49,98.85,99.02,98.61,102.38,105.14,108.11,109.27,111.14,
