"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2020/21","Est.","Annual","858.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2020/21","Est.","Annual","4390.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2020/21","Est.","Annual","913.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2020/21","Est.","Annual","1345.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2020/21","Est.","Annual","75.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2020/21","Est.","Annual","5715.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2021/22","Proj.","Annual","913.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2021/22","Proj.","Annual","4382.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2021/22","Proj.","Annual","913.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
"616","September 2021","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2021/22","Proj.","Annual","1482.00","1000 Metric Tons, Actual Weight","2021-09-10","12:00:00.0000000","2021","9"
